"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"6/19/2012","Chevron","Withdrawal Debit Card CHEVRON 00Withdrawal Debit Card CHEVRON 0090156 VISTA CA Date 06/18/12 0      2170039121     1 5542","70.31","debit","Gas & Fuel","ECHECKING 7688","",""
"6/19/2012","Einstein Bros","Withdrawal Debit Card EINSTEIN BWithdrawal Debit Card EINSTEIN BROS BAGELS30 OCEANSIDE CA Date 06/17/12 0      2169047058     1 5812","19.01","debit","Coffee Shops","ECHECKING 7688","",""
"6/19/2012","Wal-Mart","Withdrawal POS #000000150749 STRWithdrawal POS #000000150749 STR WAL-MART #2245 705 COLLEGE BLVD OCEANSIDE CA","35.53","debit","Home Supplies","ECHECKING 7688","",""
"6/18/2012","Check 758991005","Draft 000758991005928","800.00","debit","Check","ECHECKING 7688","",""
"6/18/2012","Withdrawal Billmatrix Type","Withdrawal BILLMATRIX TYPE: BILLWithdrawal BILLMATRIX TYPE: BILL PAY  ID: 9009316102 CO: BILLMATRIX","5.00","debit","Auto Payment","ECHECKING 7688","",""
"6/18/2012","Withdrawal Cox Enterprises","Withdrawal COX ENTERPRISES TYPE:Withdrawal COX ENTERPRISES TYPE: BROADBAND  ID: 0000178541 CO: COX ENTERPRISES","148.35","debit","Internet","ECHECKING 7688","",""
"6/18/2012","AT&T","Withdrawal ATT TYPE: Payment  IDWithdrawal ATT TYPE: Payment  ID: 9864031005  CO: ATT","150.87","debit","Home Phone","ECHECKING 7688","",""
"6/18/2012","Nissan","Withdrawal NISSAN MOTOR ACC TYPEWithdrawal NISSAN MOTOR ACC TYPE: BILL PAY  ID: 9536803862 CO: NISSAN MOTOR ACC","512.00","debit","Auto Payment","ECHECKING 7688","",""
"6/18/2012","Starbucks","Withdrawal Debit Card STARBUCKSWithdrawal Debit Card STARBUCKS CORP00093492 OCEANSIDE CA Date 06/16/12 0      2168844440     4 5814","9.50","debit","Coffee Shops","ECHECKING 7688","",""
"6/18/2012","Upper Crust","Withdrawal Debit Card UPPER CRUSWithdrawal Debit Card UPPER CRUST PIZZA OCEANSIDE CA Date 06/15/12 0      2167577216     1 5812","26.28","debit","Restaurants","ECHECKING 7688","",""
"6/18/2012","Withdrawal Debit Card APL*APPLEWithdrawal Debit Card APL*APPLE ITUNES STORE 866-712-7753 CA Date 04/24/12 0      2115046240     1 5735","Withdrawal Debit Card APL*APPLEWithdrawal Debit Card APL*APPLE ITUNES STORE 866-712-7753 CA Date 06/17/12 0      2169854802     4 5735","9.97","debit","Entertainment","ECHECKING 7688","",""
"6/18/2012","Withdrawal Arrowood Gwithdrawal","Withdrawal Debit Card ARROWOOD GWithdrawal Debit Card ARROWOOD GOLF COURSE OCEANSIDE CA Date 06/14/12 0      2166866121     4 7992","75.00","debit","Sports","ECHECKING 7688","",""
"6/18/2012","Withdrawal Arrowood Gwithdrawal","Withdrawal Debit Card ARROWOOD GWithdrawal Debit Card ARROWOOD GOLF COURSE OCEANSIDE CA Date 06/15/12 0      2167866122     4 7992","75.00","debit","Sports","ECHECKING 7688","",""
"6/17/2012","Withdrawal Sonyesprsswithdrawal Sonyesprsso","Withdrawal Debit Card SONYESPRSSWithdrawal Debit Card SONYESPRSSO3RD11213121 SAN DIEGO CA Date 06/14/12 0      2166260930     1 5814","2.05","debit","Business Meals","ECHECKING 7688","",""
"6/17/2012","Withdrawal Sonyesprsswithdrawal Sonyesprsso","Withdrawal Debit Card SONYESPRSSWithdrawal Debit Card SONYESPRSSO3RD11213121 SAN DIEGO CA Date 06/14/12 0      2166260931     1 5814","3.01","debit","Business Meals","ECHECKING 7688","",""
"6/17/2012","Sony","Withdrawal Debit Card SONY CAFEWithdrawal Debit Card SONY CAFE 11213147 SAN DIEGO CA Date 06/15/12 0      2167162790     1 5814","7.80","debit","Business Meals","ECHECKING 7688","",""
"6/17/2012","Withdrawal Sonyesprsswithdrawal Sonyesprsso","Withdrawal Debit Card SONYESPRSSWithdrawal Debit Card SONYESPRSSO3RD11213121 SAN DIEGO CA Date 06/15/12 0      2167162793     1 5814","3.33","debit","Business Meals","ECHECKING 7688","",""
"6/17/2012","Withdrawal Sonyesprsswithdrawal Sonyesprsso","Withdrawal Debit Card SONYESPRSSWithdrawal Debit Card SONYESPRSSO3RD11213121 SAN DIEGO CA Date 06/15/12 0      2167162794     1 5814","2.05","debit","Business Meals","ECHECKING 7688","",""
"6/17/2012","Wal-Mart","Withdrawal Debit Card WAL-MART #Withdrawal Debit Card WAL-MART #2245 OCEANSIDE CA Date 06/15/12 0      2167690380     1 5310","89.55","debit","Home Supplies","ECHECKING 7688","",""
"6/17/2012","Withdrawal Golden Spowithdrawal","Withdrawal Debit Card GOLDEN SPOWithdrawal Debit Card GOLDEN SPOON OCEANSIDE OCEANSIDE CA Date 06/14/12 0      2166695090     1 5999","6.48","debit","Fast Food","ECHECKING 7688","",""
"6/17/2012","Withdrawal Debit Card APL*APPLEWithdrawal Debit Card APL*APPLE ITUNES STORE 866-712-7753 CA Date 04/24/12 0      2115046240     1 5735","Withdrawal Debit Card APL*APPLEWithdrawal Debit Card APL*APPLE ITUNES STORE 866-712-7753 CA Date 06/15/12 0      2167265649     1 5735","11.96","debit","Entertainment","ECHECKING 7688","",""
"6/16/2012","Transfer from SAVINGS","Deposit Home Banking Transfer FrDeposit Home Banking Transfer From Share 01 Mobile Transfer.","3000.00","credit","Transfer","ECHECKING 7688","",""
"6/16/2012","Arco","Withdrawal POS #000000930798 STRWithdrawal POS #000000930798 STR ARCO PAYPOINT 1990 OCEANSIDE BLV OCEANSIDE CA","60.81","debit","Gas & Fuel","ECHECKING 7688","",""
"6/16/2012","Withdrawal Strwithdrawal Str","Withdrawal POS #000000945190 STRWithdrawal POS #000000945190 STR SPROUTS FARMERS MARKET # 471 COLLEGE BLVD S OCEANSIDE CA","46.45","debit","Tuition","ECHECKING 7688","",""
"6/15/2012","Deposit Crescent Staffin","Deposit CRESCENT STAFFIN TYPE: PDeposit CRESCENT STAFFIN TYPE: PAYROLL  ID: 1651134593 CO: CRESCENT STAFFIN","1828.56","credit","Paycheck","ECHECKING 7688","",""
"6/15/2012","Starbucks","Withdrawal Debit Card STARBUCKSWithdrawal Debit Card STARBUCKS CORP00058321 OCEANSIDE CA Date 06/13/12 0      2165246417     1 5814","5.00","debit","Coffee Shops","ECHECKING 7688","",""
"6/15/2012","Withdrawal Golden Spowithdrawal","Withdrawal Debit Card GOLDEN SPOWithdrawal Debit Card GOLDEN SPOON OCEANSIDE OCEANSIDE CA Date 06/13/12 0      2165562797     1 5999","6.05","debit","Fast Food","ECHECKING 7688","",""
"6/14/2012","Withdrawal Sonyesprsswithdrawal Sonyesprsso","Withdrawal Debit Card SONYESPRSSWithdrawal Debit Card SONYESPRSSO3RD11213121 SAN DIEGO CA Date 06/13/12 0      2165910784     0 5814","1.94","debit","Business Meals","ECHECKING 7688","",""
"6/14/2012","Withdrawal Sonyesprsswithdrawal Sonyesprsso","Withdrawal Debit Card SONYESPRSSWithdrawal Debit Card SONYESPRSSO3RD11213121 SAN DIEGO CA Date 06/13/12 0      2165910785     0 5814","2.14","debit","Business Meals","ECHECKING 7688","",""
"6/14/2012","ULTA","Withdrawal Debit Card ULTA #244Withdrawal Debit Card ULTA #244 SAN MARCOS CA Date 06/12/12 0      2164171365     1 5912","57.64","debit","Personal Care","ECHECKING 7688","",""
"6/14/2012","Withdrawal Playwerx Iwithdrawal","Withdrawal Debit Card PLAYWERX IWithdrawal Debit Card PLAYWERX INC CARLSBAD CA Date 06/13/12 0      2165524591     1 7999","10.24","debit","Kids","ECHECKING 7688","",""
"6/13/2012","Starbucks","Withdrawal Debit Card STARBUCKSWithdrawal Debit Card STARBUCKS CORP00058321 OCEANSIDE CA Date 06/12/12 0      2164512702     1 5814","4.50","debit","Coffee Shops","ECHECKING 7688","",""
"6/13/2012","Withdrawal Sonyesprsswithdrawal Sonyesprsso","Withdrawal Debit Card SONYESPRSSWithdrawal Debit Card SONYESPRSSO3RD11213121 SAN DIEGO CA Date 06/12/12 0      2164976656     0 5814","1.67","debit","Business Meals","ECHECKING 7688","",""
"6/13/2012","Withdrawal Golden Spowithdrawal","Withdrawal Debit Card GOLDEN SPOWithdrawal Debit Card GOLDEN SPOON OCEANSIDE OCEANSIDE CA Date 06/11/12 0      2163518239     1 5999","4.65","debit","Fast Food","ECHECKING 7688","",""
"6/13/2012","Withdrawal Debit Card APL*APPLEWithdrawal Debit Card APL*APPLE ITUNES STORE 866-712-7753 CA Date 04/24/12 0      2115046240     1 5735","Withdrawal Debit Card APL*APPLEWithdrawal Debit Card APL*APPLE ITUNES STORE 866-712-7753 CA Date 06/12/12 0      2164109812     1 5735","11.96","debit","Entertainment","ECHECKING 7688","",""
"6/12/2012","Sony","Withdrawal Debit Card SONY CAFEWithdrawal Debit Card SONY CAFE 11213147 SAN DIEGO CA Date 06/11/12 0      2163917013     0 5814","9.35","debit","Business Meals","ECHECKING 7688","",""
"6/12/2012","Withdrawal Debit Card APL*APPLEWithdrawal Debit Card APL*APPLE ITUNES STORE 866-712-7753 CA Date 04/24/12 0      2115046240     1 5735","Withdrawal Debit Card APL*APPLEWithdrawal Debit Card APL*APPLE ITUNES STORE 866-712-7753 CA Date 06/11/12 0      2163089958     1 5735","3.98","debit","Entertainment","ECHECKING 7688","",""
"6/12/2012","Michaels","Withdrawal Debit Card MICHAELS #Withdrawal Debit Card MICHAELS #9538 VISTA CA Date 06/11/12 0      2163924635     0 5331","27.50","debit","Hobbies","ECHECKING 7688","",""
"6/12/2012","Einstein Bros","Withdrawal Debit Card EINSTEIN BWithdrawal Debit Card EINSTEIN BROS BAGELS30 OCEANSIDE CA Date 06/10/12 0      2162097053     1 5812","20.52","debit","Coffee Shops","ECHECKING 7688","",""
"6/12/2012","Babies ""R"" Us","Withdrawal Debit Card BABIES R UWithdrawal Debit Card BABIES R US #9581 QPS VISTA CA Date 06/11/12 0      2163926696     0 5945","57.76","debit","Kids","ECHECKING 7688","",""
"6/12/2012","Draft","Draft 0007570012281880 ProcessedDraft 0007570012281880 Processed Check - WFHM MORTGAGE TYPE: CHECKPAYMT  ID: 2936829714","2636.10","debit","Business Services","ECHECKING 7688","",""
"6/12/2012","Ross","Withdrawal POS #000036314889 594Withdrawal POS #000036314889 59432613792 ROSS STORES #1379 SAN MARCOS CA","155.13","debit","Clothing","ECHECKING 7688","",""
"6/12/2012","Nordstrom","Withdrawal POS #000000004430 STRWithdrawal POS #000000004430 STR NORDSTROM 383 173 LAS POSAS RD SAN MARCOS CA","53.84","debit","Clothing","ECHECKING 7688","",""
"6/12/2012","Wal-Mart","Withdrawal POS #000000310786 STRWithdrawal POS #000000310786 STR WAL-MART #2245 705 COLLEGE BLVD OCEANSIDE CA","226.93","debit","Home Supplies","ECHECKING 7688","",""
"6/11/2012","Mrs. Fields","Withdrawal Debit Card MRS FIELDSWithdrawal Debit Card MRS FIELDS #55398 CARLSBAD CA Date 06/09/12 0      2161700312     4 5814","5.37","debit","Coffee Shops","ECHECKING 7688","",""
"6/11/2012","Chick-Fil-A","Withdrawal Debit Card CHICK-FIL-Withdrawal Debit Card CHICK-FIL-A #01507 OCEANSIDE CA Date 06/09/12 0      2161639107     1 5814","17.69","debit","Fast Food","ECHECKING 7688","",""
"6/11/2012","Withdrawal Vmix Mediawithdrawal","Withdrawal Debit Card VMIX MEDIAWithdrawal Debit Card VMIX MEDIA INC SAN DIEGO CA Date 06/08/12 0      2160816327     0 8931","4.99","debit","Entertainment","ECHECKING 7688","",""
"6/11/2012","Nothing Bundt Cakes","Withdrawal Debit Card NOTHING BUWithdrawal Debit Card NOTHING BUNDT CAKES 42 SAN DIEGO CA Date 06/08/12 0      2160725650     4 5462","4.49","debit","Restaurants","ECHECKING 7688","",""
"6/10/2012","Shell","Withdrawal POS #000000183947 STRWithdrawal POS #000000183947 STR SHELL Service Station OCEANSIDE CA","71.75","debit","Gas & Fuel","ECHECKING 7688","",""
"6/10/2012","Target","Withdrawal Debit Card TARGET 000Withdrawal Debit Card TARGET 00010298 ENCINITAS CA Date 06/08/12 0      2160542984     1 5411","37.98","debit","Home Supplies","ECHECKING 7688","",""
"6/10/2012","Sony","Withdrawal Debit Card SONY CAFEWithdrawal Debit Card SONY CAFE 11213147 SAN DIEGO CA Date 06/08/12 0      2160130266     1 5814","6.55","debit","Business Meals","ECHECKING 7688","",""
"6/10/2012","Chevron","Withdrawal Debit Card CHEVRON 00Withdrawal Debit Card CHEVRON 0090156 VISTA CA Date 06/08/12 0      2160186438     1 5542","73.01","debit","Gas & Fuel","ECHECKING 7688","",""
"6/10/2012","Withdrawal Armstrg Mcwithdrawal","Withdrawal Debit Card ARMSTRG MCWithdrawal Debit Card ARMSTRG MCCALL 6890 VISTA CA Date 06/07/12 0      2159191483     1 5977","92.80","debit","Personal Care","ECHECKING 7688","",""
"6/10/2012","IKEA","Withdrawal Debit Card IKEA SAN DWithdrawal Debit Card IKEA SAN DIEGO SAN DIEGO CA Date 06/08/12 0      2160551378     1 5814","5.90","debit","Furnishings","ECHECKING 7688","",""
"6/10/2012","IKEA","Withdrawal Debit Card IKEA SAN DWithdrawal Debit Card IKEA SAN DIEGO SAN DIEGO CA Date 06/08/12 0      2160134746     1 5712","80.81","debit","Furnishings","ECHECKING 7688","",""
"6/09/2012","Albertsons","Withdrawal POS #000000118232 STRWithdrawal POS #000000118232 STR #06740 ALBERTSONS 4150 OCEANSIDE BLV OCEANSIDE CA","20.45","debit","Groceries","ECHECKING 7688","",""
"6/09/2012","Withdrawal POS #000026190494 STRWithdrawal POS #000026190494 STR Wal-Mart Store 2245 WAL-SAMS OCEANSIDE CA","Withdrawal POS #000028003818 STRWithdrawal POS #000028003818 STR Wal-Mart Store 5075 WAL-SAMS OCEANSIDE CA","75.44","debit","Home Supplies","ECHECKING 7688","",""
"6/09/2012","Ralphs","Withdrawal POS #000000081287 STRWithdrawal POS #000000081287 STR RALPHS 101 OLD GROVE RD. OCEANSIDE CA","25.25","debit","Groceries","ECHECKING 7688","",""
"6/08/2012","Starbucks","Withdrawal Debit Card STARBUCKSWithdrawal Debit Card STARBUCKS CORP00058321 OCEANSIDE CA Date 06/07/12 0      2159599576     1 5814","5.20","debit","Coffee Shops","ECHECKING 7688","",""
"6/08/2012","Sony","Withdrawal Debit Card SONY CAFEWithdrawal Debit Card SONY CAFE 11213147 SAN DIEGO CA Date 06/07/12 0      2159998561     0 5814","7.69","debit","Business Meals","ECHECKING 7688","",""
"6/08/2012","Withdrawal Bank Datawithdrawal","Withdrawal Debit Card BANK DATAWithdrawal Debit Card BANK DATA CENTER 888-334-4022 CA Date 06/06/12 0      2158319996     0 8999","386.00","debit","Uncategorized","ECHECKING 7688","",""
"6/08/2012","Check 751995010","Draft 000751995010462","400.00","debit","Check","ECHECKING 7688","",""
"6/07/2012","Rancho Del Oro","Withdrawal POS #000000461537 STRWithdrawal POS #000000461537 STR RANCHO DEL ORO 4101 OCEANSIDE BLV OCEANSIDE CA","49.99","debit","Home Improvement","ECHECKING 7688","",""
"6/07/2012","Withdrawal POS #000026190494 STRWithdrawal POS #000026190494 STR Wal-Mart Store 2245 WAL-SAMS OCEANSIDE CA","Withdrawal POS #000087098865 STRWithdrawal POS #000087098865 STR Wal-Mart Store 2245 WAL-SAMS OCEANSIDE CA","130.74","debit","Home Supplies","ECHECKING 7688","",""
"6/07/2012","Sony","Withdrawal Debit Card SONY CAFEWithdrawal Debit Card SONY CAFE 11213147 SAN DIEGO CA Date 06/06/12 0      2158971246     0 5814","6.93","debit","Business Meals","ECHECKING 7688","",""
"6/07/2012","Withdrawal Debit Card APL*APPLEWithdrawal Debit Card APL*APPLE ITUNES STORE 866-712-7753 CA Date 04/24/12 0      2115046240     1 5735","Withdrawal Debit Card APL*APPLEWithdrawal Debit Card APL*APPLE ITUNES STORE 866-712-7753 CA Date 06/06/12 0      2158113396     1 5735","11.96","debit","Entertainment","ECHECKING 7688","",""
"6/06/2012","Target","Withdrawal Debit Card TARGET 000Withdrawal Debit Card TARGET 00003038 OCEANSIDE CA Date 06/05/12 0      2157403506     0 5411","140.46","debit","Home Supplies","ECHECKING 7688","",""
"6/06/2012","Sony","Withdrawal Debit Card SONY CAFEWithdrawal Debit Card SONY CAFE 11213147 SAN DIEGO CA Date 06/05/12 0      2157976762     0 5814","8.17","debit","Business Meals","ECHECKING 7688","",""
"6/06/2012","Withdrawal Debit Card APL*APPLEWithdrawal Debit Card APL*APPLE ITUNES STORE 866-712-7753 CA Date 04/24/12 0      2115046240     1 5735","Withdrawal Debit Card APL*APPLEWithdrawal Debit Card APL*APPLE ITUNES STORE 866-712-7753 CA Date 06/05/12 0      2157404589     0 5735","3.99","debit","Entertainment","ECHECKING 7688","",""
"6/06/2012","Trader Joe's","Withdrawal Debit Card TRADER JOEWithdrawal Debit Card TRADER JOE'S #022 QPS OCEANSIDE CA Date 06/05/12 0      2157982519     0 5411","22.34","debit","Groceries","ECHECKING 7688","",""
"6/06/2012","Target","Withdrawal Adjustment Credit VouWithdrawal Adjustment Credit Voucher TARGET 00003038 OCEANSIDE CA Date 06/05/12 0      2157403507     0 5411","9.14","credit","Home Supplies","ECHECKING 7688","",""
"6/06/2012","Check 752993024","Draft 000752993024449","102.00","debit","Check","ECHECKING 7688","",""
"6/06/2012","Check 753993009","Draft 000753993009440","50.00","debit","Check","ECHECKING 7688","",""
"6/06/2012","Check 755993009","Draft 000755993009441","50.00","debit","Check","ECHECKING 7688","",""
"6/05/2012","Target","Withdrawal Debit Card TARGET 000Withdrawal Debit Card TARGET 00003038 OCEANSIDE CA Date 06/04/12 0      2156367182     0 5411","21.91","debit","Home Supplies","ECHECKING 7688","",""
"6/05/2012","Target","Withdrawal Debit Card TARGET 000Withdrawal Debit Card TARGET 00003038 OCEANSIDE CA Date 06/04/12 0      2156367183     0 5411","1.39","debit","Home Supplies","ECHECKING 7688","",""
"6/05/2012","Withdrawal Golden Spowithdrawal","Withdrawal Debit Card GOLDEN SPOWithdrawal Debit Card GOLDEN SPOON OCEANSIDE OCEANSIDE CA Date 06/03/12 0      2155501658     1 5999","8.00","debit","Fast Food","ECHECKING 7688","",""
"6/05/2012","Amazon","Withdrawal Debit Card AMAZON WEBWithdrawal Debit Card AMAZON WEB SERVICES AWS.AMAZON.C WA Date 06/05/12 0      2157944507     0 7399","3.85","debit","Shopping","ECHECKING 7688","",""
"6/05/2012","Togo's","Withdrawal Debit Card TOGOS OCEAWithdrawal Debit Card TOGOS OCEANSIDE OCEANSIDE CA Date 06/03/12 0      2155507144     1 5814","18.44","debit","Restaurants","ECHECKING 7688","",""
"6/05/2012","Einstein Bros","Withdrawal Debit Card EINSTEIN BWithdrawal Debit Card EINSTEIN BROS BAGELS30 OCEANSIDE CA Date 06/03/12 0      2155033557     1 5812","17.12","debit","Coffee Shops","ECHECKING 7688","",""
"6/05/2012","Costco","Withdrawal POS #000000206448 STRWithdrawal POS #000000206448 STR COSTCO WHSE #0124 1755 HACIENDA DRIV VISTA CA","145.10","debit","Groceries","ECHECKING 7688","",""
"6/05/2012","Withdrawal POS #000026190494 STRWithdrawal POS #000026190494 STR Wal-Mart Store 2245 WAL-SAMS OCEANSIDE CA","Withdrawal POS #000021512850 STRWithdrawal POS #000021512850 STR Wal-Mart Store 2245 WAL-SAMS OCEANSIDE CA","141.85","debit","Home Supplies","ECHECKING 7688","",""
"6/04/2012","PayPal","Withdrawal PAYPAL TYPE: ECHECKWithdrawal PAYPAL TYPE: ECHECK  ID: PAYPALEC77  CO: PAYPAL","1200.00","debit","Shopping","ECHECKING 7688","",""
"6/04/2012","Target","Withdrawal POS #000000007639 STRWithdrawal POS #000000007639 STR TARGET T0303 OCEAN Oceanside CA","9.13","debit","Home Supplies","ECHECKING 7688","",""
"6/04/2012","Starbucks","Withdrawal Debit Card STARBUCKSWithdrawal Debit Card STARBUCKS CORP00093492 OCEANSIDE CA Date 06/03/12 0      2155391012     1 5814","4.70","debit","Coffee Shops","ECHECKING 7688","",""
"6/04/2012","Banana Republic","Withdrawal Debit Card BANANA REPWithdrawal Debit Card BANANA REPUBLIC FCTRY CARLSBAD CA Date 06/01/12 0      2153746057     4 5999","255.77","debit","Clothing","ECHECKING 7688","",""
"6/04/2012","Gap","Withdrawal Debit Card GAP OUTLETWithdrawal Debit Card GAP OUTLET #7780 NEWPORT BEAC CA Date 06/01/12 0      2153746079     4 5999","154.58","debit","Clothing","ECHECKING 7688","",""
"6/04/2012","Withdrawal Golden Spowithdrawal","Withdrawal Debit Card GOLDEN SPOWithdrawal Debit Card GOLDEN SPOON OCEANSIDE OCEANSIDE CA Date 06/02/12 0      2154396789     1 5999","3.55","debit","Fast Food","ECHECKING 7688","",""
"6/04/2012","Lowe's","Withdrawal Debit Card LOWES #015Withdrawal Debit Card LOWES #01588* OCEANSIDE CA Date 06/03/12 0      2155392892     1 5200","153.64","debit","Home Improvement","ECHECKING 7688","",""
"6/04/2012","TJ Maxx","Withdrawal Debit Card TJ MAXX #1Withdrawal Debit Card TJ MAXX #1059 OCEANSIDE CA Date 06/02/12 0      2154760409     4 5651","247.68","debit","Clothing","ECHECKING 7688","",""
"6/04/2012","Wendy's","Withdrawal Debit Card WENDY'S-COWithdrawal Debit Card WENDY'S-COLL PLAZA Q25 OCEANSIDE CA Date 06/02/12 0      2154761984     4 5814","11.62","debit","Fast Food","ECHECKING 7688","",""
"6/04/2012","Chick-Fil-A","Withdrawal Debit Card CHICK-FIL-Withdrawal Debit Card CHICK-FIL-A #01507 OCEANSIDE CA Date 06/02/12 0      2154979616     0 5814","11.25","debit","Fast Food","ECHECKING 7688","",""
"6/04/2012","Rubio's","Withdrawal Debit Card RUBIO'S CAWithdrawal Debit Card RUBIO'S CARISBAD #1 CARLSBAD CA Date 06/02/12 0      2154981177     0 5814","21.72","debit","Fast Food","ECHECKING 7688","",""
"6/03/2012","Target","Withdrawal Debit Card TARGET 000Withdrawal Debit Card TARGET 00010405 VISTA CA Date 06/01/12 0      2153590152     0 5411","2.48","debit","Home Supplies","ECHECKING 7688","",""
"6/03/2012","Withdrawal El Qero","Withdrawal Debit Card EL QERO REWithdrawal Debit Card EL QERO RESTAURANT ENCINITAS CA Date 05/31/12 0      2152624117     1 5812","76.57","debit","Restaurants","ECHECKING 7688","",""
"6/03/2012","Chevron","Withdrawal Debit Card CHEVRON 00Withdrawal Debit Card CHEVRON 0090156 VISTA CA Date 06/01/12 0      2153104234     1 5542","67.46","debit","Gas & Fuel","ECHECKING 7688","",""
"6/03/2012","Sur La Table","Withdrawal Debit Card SUR LA TABWithdrawal Debit Card SUR LA TABLE CARLSBAD CARLSBAD CA Date 05/31/12 0      2152110432     1 5719","7.95","debit","Furnishings","ECHECKING 7688","",""
"6/03/2012","Sur La Table","Withdrawal Debit Card SUR LA TABWithdrawal Debit Card SUR LA TABLE CARLSBAD CARLSBAD CA Date 05/31/12 0      2152110433     1 5719","9.95","debit","Furnishings","ECHECKING 7688","",""
"6/02/2012","Gap","Withdrawal POS #000011001139 GAPWithdrawal POS #000011001139 GAP OUTLET USA 5620 Paseo Del Nor Carlsbad CA","149.17","debit","Clothing","ECHECKING 7688","",""
"6/02/2012","Withdrawal POS #000017651350 LOWWithdrawal POS #000017651350 LOWE'S #1588 155 OLD GROVE ROAD OCEANSIDE CA","Withdrawal POS #000010956350 LOWWithdrawal POS #000010956350 LOWE'S #1588 155 OLD GROVE ROAD OCEANSIDE CA","82.82","debit","Home Services","ECHECKING 7688","",""
"6/01/2012","Target","Withdrawal POS #000000000262 STRWithdrawal POS #000000000262 STR TARGET T1040 VISTA Vista CA","79.35","debit","Home Supplies","ECHECKING 7688","",""
"6/01/2012","Toys ""R"" Us","Withdrawal POS #000008051816 TOYWithdrawal POS #000008051816 TOYS R US 1990 UNIVERSITY DR VISTA CA","12.99","debit","Toys","ECHECKING 7688","",""
"6/01/2012","Deposit By","Deposit by Check","1754.75","credit","Paycheck","ECHECKING 7688","",""
"6/01/2012","Withdrawal POS #000017651350 LOWWithdrawal POS #000017651350 LOWE'S #1588 155 OLD GROVE ROAD OCEANSIDE CA","Withdrawal POS #000013617034 LOWWithdrawal POS #000013617034 LOWE'S #1588 155 OLD GROVE ROAD OCEANSIDE CA","28.96","debit","Home Services","ECHECKING 7688","",""
"6/01/2012","Ralphs","Withdrawal POS #000000004929 STRWithdrawal POS #000000004929 STR RALPHS 101 OLD GROVE RD. OCEANSIDE CA","22.20","debit","Groceries","ECHECKING 7688","",""
"6/01/2012","Withdrawal Debit Card APL*APPLEWithdrawal Debit Card APL*APPLE ITUNES STORE 866-712-7753 CA Date 04/24/12 0      2115046240     1 5735","Withdrawal Debit Card APL*APPLEWithdrawal Debit Card APL*APPLE ITUNES STORE 866-712-7753 CA Date 05/31/12 0      2152109724     1 5735","11.96","debit","Entertainment","ECHECKING 7688","",""
"6/01/2012","Withdrawal Vmix Mediawithdrawal","Withdrawal Debit Card VMIX MEDIAWithdrawal Debit Card VMIX MEDIA INC SAN DIEGO CA Date 05/30/12 0      2151113445     1 8931","4.99","debit","Entertainment","ECHECKING 7688","",""
"6/01/2012","Children's Place","Withdrawal Debit Card THE CHILDRWithdrawal Debit Card THE CHILDRENS PLACE #1 CARLSBAD CA Date 05/30/12 0      2151114424     1 5641","34.48","debit","Kids","ECHECKING 7688","",""
"6/01/2012","Gymboree","Withdrawal POS #000000097513 GYMWithdrawal POS #000000097513 GYMBOREE #5078 5620 PASEO DE CARLSBAD CA","32.27","debit","Kids","ECHECKING 7688","",""
"5/31/2012","Withdrawal Debit Card APL*APPLEWithdrawal Debit Card APL*APPLE ITUNES STORE 866-712-7753 CA Date 04/24/12 0      2115046240     1 5735","Withdrawal Debit Card APL*APPLEWithdrawal Debit Card APL*APPLE ITUNES STORE 866-712-7753 CA Date 05/30/12 0      2151119157     1 5735","2.99","debit","Entertainment","ECHECKING 7688","",""
"5/31/2012","Golfswitch","Withdrawal Debit Card GOLFSWITCHWithdrawal Debit Card GOLFSWITCH INC 877-326-9776 AZ Date 05/30/12 0      2151478974     1 7999","4.00","debit","Sports","ECHECKING 7688","",""
"5/31/2012","U-Haul","Withdrawal Debit Card U-HAUL-MISWithdrawal Debit Card U-HAUL-MISSION-AV #717 ESCONDIDO CA Date 05/29/12 0      2150122051     1 7513","314.11","debit","Home Services","ECHECKING 7688","",""
"5/31/2012","Check 870994012","Draft 000870994012037","51.00","debit","Baby Supplies","ECHECKING 7688","",""
"5/31/2012","Deposit Vmix Media","Deposit VMIX MEDIA INC TYPE: PAYDeposit VMIX MEDIA INC TYPE: PAYROLL  ID: 9006906566 CO: VMIX MEDIA INC","4884.47","credit","Paycheck","ECHECKING 7688","",""
"5/30/2012","Mercury","Withdrawal MERCURY CASUALTY TYPEWithdrawal MERCURY CASUALTY TYPE: PAYMENT  ID: 1952577343 CO: MERCURY CASUALTY","104.00","debit","Auto Insurance","ECHECKING 7688","",""
"5/30/2012","Withdrawal POS #000026190494 STRWithdrawal POS #000026190494 STR Wal-Mart Store 2245 WAL-SAMS OCEANSIDE CA","Withdrawal POS #000071205390 STRWithdrawal POS #000071205390 STR Wal-Mart Store 2245 WAL-SAMS OCEANSIDE CA","111.17","debit","Home Supplies","ECHECKING 7688","",""
"5/30/2012","Teavana","Withdrawal Debit Card TEAVANA #2Withdrawal Debit Card TEAVANA #205 TEMECULA CA Date 05/29/12 0      2150945063     0 5947","16.45","debit","Food & Dining","ECHECKING 7688","",""
"5/30/2012","Withdrawal Ceja Mexwithdrawal","Withdrawal Debit Card CEJA'S MEXWithdrawal Debit Card CEJA'S MEXICAN DINER OCEANSIDE CA Date 05/29/12 0      2150946285     0 5812","26.67","debit","Restaurants","ECHECKING 7688","",""
